fight_date,boxer_a,boxer_b,winner,method,round,weight_class,location,source_url
2013-11-14,Anthony Joshua,Hrvoje Kisiček,Anthony Joshua,tko,2,,"York Hall , London, England",https://en.wikipedia.org/wiki/Anthony_Joshua
2013-10-26,Anthony Joshua,Paul Butlin,Anthony Joshua,tko,2,,"Motorpoint Arena , Sheffield , England",https://en.wikipedia.org/wiki/Anthony_Joshua
2013-10-05,Anthony Joshua,Emanuele Leo,Anthony Joshua,tko,1,,"The O2 Arena , London , England",https://en.wikipedia.org/wiki/Anthony_Joshua
2025-11-07,Delante Johnson,Nicklaus Flaz,Delante Johnson,tko,4,,"RP Funding Center , Lakeland, Florida , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2025-06-07,Delante Johnson,Janelson Figueroa Bocachica,Delante Johnson,decision_unanimous,10,,"Scope Arena , Norfolk, Virginia , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2025-03-29,Delante Johnson,Kendo Castaneda,Delante Johnson,tko,5,,"Fontainebleau Las Vegas , Winchester, Nevada , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2024-09-27,Delante Johnson,Yomar Álamo,Delante Johnson,decision_unanimous,8,,"Madison Square Garden, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2024-06-08,Delante Johnson,Tarik Zaina,Delante Johnson,decision_unanimous,8,,"Madison Square Garden, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2024-02-16,Delante Johnson,Paulo Cesár Galdino,Delante Johnson,tko,1,,"The Theater at Madison Square Garden , New York City, New York, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2023-12-09,Delante Johnson,Jimerr Espinosa,Delante Johnson,decision_split,8,,"Charles F. Dodge City Center, Pembroke Pines, Florida , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2023-09-15,Delante Johnson,Ricardo Quiroz,Delante Johnson,decision_majority,8,,"American Bank Center , Corpus Christi, Texas , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2023-07-01,Delante Johnson,Jonathan Montrel,Delante Johnson,decision_unanimous,8,,"Huntington Center , Toledo, Ohio , USA",https://en.wikipedia.org/wiki/Delante_Johnson
2023-04-01,Delante Johnson,Alfonso Olvera,Delante Johnson,decision_unanimous,8,,"Hard Rock Hotel & Casino, Tulsa, Oklahoma, USA",https://en.wikipedia.org/wiki/Delante_Johnson
2022-12-10,Delante Johnson,Mike Ohan Jr.,Delante Johnson,tko,5,,"Madison Square Garden, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2022-10-29,Delante Johnson,Esteban Garcia,Delante Johnson,decision_unanimous,6,,"Madison Square Garden , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2022-08-27,Delante Johnson,Harry Gigliotti,Delante Johnson,ko,5,,"Hard Rock Hotel & Casino, Tulsa, Oklahoma, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2022-05-21,Delante Johnson,Agustin Gerbaldo Kucharski,Delante Johnson,tko,3,,"Resorts World, Winchester, Nevada, U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2022-03-26,Delante Johnson,Sebastian Gabriel Chaves,Delante Johnson,tko,4,,"Resorts World , Winchester, Nevada , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2022-01-29,Delante Johnson,Xavier Madrid,Delante Johnson,decision_unanimous,4,,"Hard Rock Hotel & Casino, Tulsa, Oklahoma , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2021-11-20,Delante Johnson,Antonius Grable,Delante Johnson,tko,4,,"Michelob Ultra Arena , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Delante_Johnson
2026-01-31,Keyshawn Davis,Jamaine Ortiz,Keyshawn Davis,tko,12,,"Madison Square Garden, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2025-02-14,Keyshawn Davis,Denys Berinchyk,Keyshawn Davis,ko,4,,"The Theater at Madison Square Garden , New York City, New York, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2024-11-08,Keyshawn Davis,Gustavo Daniel Lemos,Keyshawn Davis,ko,2,,"Scope Arena , Norfolk, Virginia , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2024-07-06,Keyshawn Davis,Miguel Madueno,Keyshawn Davis,decision_unanimous,10,,"Prudential Center, Newark, New Jersey, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2024-02-08,Keyshawn Davis,José Pedraza,Keyshawn Davis,tko,6,,"Michelob Ultra Arena , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2023-10-15,Keyshawn Davis,Nahir Albright,,no_contest,10,,"Fort Bend Community Center, Rosenberg, Texas , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2023-07-22,Keyshawn Davis,Francesco Patera,Keyshawn Davis,decision_unanimous,10,,"Firelake Arena, Shawnee, Oklahoma , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2023-04-08,Keyshawn Davis,Anthony Yigit,Keyshawn Davis,tko,9,,"Prudential Center, Newark, New Jersey, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2022-12-10,Keyshawn Davis,Juan Carlos Burgos,Keyshawn Davis,decision_unanimous,8,,"Madison Square Garden, New York City, New York, U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2022-09-23,Keyshawn Davis,Omar Tienda Bahena,Keyshawn Davis,tko,5,,"Prudential Center , Newark, New Jersey , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2022-04-30,Keyshawn Davis,Esteban Sanchez,Keyshawn Davis,tko,6,,"MGM Grand Garden Arena , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2021-12-11,Keyshawn Davis,Jose Zaragoza,Keyshawn Davis,tko,2,,"Madison Square Garden , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2021-05-08,Keyshawn Davis,Jose Antonio Meza,Keyshawn Davis,decision_unanimous,6,,"AT&T Stadium , Arlington, Texas , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2021-04-03,Keyshawn Davis,Richman Ashelley,Keyshawn Davis,tko_corner,4,,"Caesars Palace Bluewaters, Dubai , United Arab Emirates",https://en.wikipedia.org/wiki/Keyshawn_Davis
2021-02-27,Keyshawn Davis,Lester Brown,Keyshawn Davis,tko,2,,"Hard Rock Stadium , Miami Gardens, Florida , U.S.",https://en.wikipedia.org/wiki/Keyshawn_Davis
2026-04-05,Sam Goodman,Rodrigo Fabian Ruiz,Sam Goodman,decision_unanimous,12,,"Wollongong Entertainment Centre, Wollongong, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2025-12-17,Sam Goodman,Tyler Blizzard,Sam Goodman,decision_unanimous,10,,"TikTok Entertainment Centre, Sydney, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2025-08-16,Sam Goodman,Nick Ball,Nick Ball,decision_unanimous,12,,"anb Arena, Riyadh , Saudi Arabia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2025-05-14,Sam Goodman,Cesar Vaca Espinoza,Sam Goodman,decision_unanimous,10,,"Hordern Pavilion, Sydney, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2024-07-10,Sam Goodman,Chainoi Worawut,Sam Goodman,decision_unanimous,12,,"Wollongong Entertainment Centre, Wollongong, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2024-03-13,Sam Goodman,Mark Schleibs,Sam Goodman,tko,4,,"Wollongong Entertainment Centre , Wollongong , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2023-12-15,Sam Goodman,Zhong Liu,Sam Goodman,decision_unanimous,12,,"The Star, Sydney, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2023-10-15,Sam Goodman,Miguel Flores,Sam Goodman,decision_unanimous,12,,"Gold Coast Convention and Exhibition Centre, Broadbeach, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2023-06-18,Sam Goodman,Ra'eese Aleem,Sam Goodman,decision_split,12,,"Gold Coast Convention and Exhibition Centre, Broadbeach, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2023-03-12,Sam Goodman,TJ Doheny,Sam Goodman,decision_unanimous,10,,"Sydney SuperDome , Sydney Olympic Park , Sydney, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2022-10-08,Sam Goodman,Jason Cooper,Sam Goodman,decision_unanimous,10,,"Newcastle Entertainment Centre, Broadmeadow, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2022-07-20,Sam Goodman,Juan Miguel Elorde,Sam Goodman,tko,8,,"Hordern Pavilion, Sydney Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2022-05-11,Sam Goodman,Fumiya Fuse,Sam Goodman,decision_unanimous,10,,"Newcastle Entertainment Centre , Broadmeadow , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2021-12-22,Sam Goodman,Richie Mepranum,Sam Goodman,tko,6,,"The Star, Sydney Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2021-06-16,Sam Goodman,Nort Beauchamp,Sam Goodman,tko,6,,"International Convention Centre , Sydney, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2021-04-10,Sam Goodman,Daniel Carr,Sam Goodman,decision_unanimous,6,,"Gold Coast Convention and Exhibition Centre , Broadbeach , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2020-03-07,Sam Goodman,Noldi Manakane,Sam Goodman,tko,1,,"Fraternity Club, Fairy Meadow, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2019-11-16,Sam Goodman,Sunardi Gamboa,Sam Goodman,tko,3,,"Hordern Pavilion , Sydney Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2019-07-27,Sam Goodman,Claudevan Sese,Sam Goodman,tko,3,,"Luna Park , Sydney , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2019-03-29,Sam Goodman,Simplice Fotsala,Sam Goodman,decision_unanimous,6,,"Fraternity Club, Fairy Meadow , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2018-10-27,Sam Goodman,Shamal Ram Anuj,Sam Goodman,decision_unanimous,6,,"Taren Point Bowling Club, Taren Point , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2018-08-19,Sam Goodman,Richard Lockett,Sam Goodman,decision_unanimous,8,,"K Ranch Arena, Mt Hunter, Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2018-04-13,Sam Goodman,Worawatchai Boonjan,Sam Goodman,tko,2,,"Cronulla Sutherland Leagues Club , Cronulla , Australia",https://en.wikipedia.org/wiki/Sam_Goodman_(boxer)
2025-12-13,Skye Nicolson,Yulihan Luna,Skye Nicolson,decision_unanimous,10,,"Adventist Health Arena , Stockton, California , US",https://en.wikipedia.org/wiki/Skye_Nicolson
2025-08-23,Skye Nicolson,Urvashi Singh,Skye Nicolson,tko,2,,"Fortitude Music Hall, Fortitude Valley , Australia",https://en.wikipedia.org/wiki/Skye_Nicolson
2025-07-05,Skye Nicolson,Carla Camila Campos Gonzales,Skye Nicolson,tko,2,,"Manchester Arena , Manchester, England",https://en.wikipedia.org/wiki/Skye_Nicolson
2025-03-22,Skye Nicolson,Tiara Brown,Tiara Brown,decision_split,10,,"Qudos Bank Arena , Sydney Olympic Park , Australia",https://en.wikipedia.org/wiki/Skye_Nicolson
2024-10-12,Skye Nicolson,Raven Chapman,Skye Nicolson,decision_unanimous,10,,"Kingdom Arena , Riyadh , Saudi Arabia",https://en.wikipedia.org/wiki/Skye_Nicolson
2024-07-13,Skye Nicolson,Dyana Vargas,Skye Nicolson,decision_unanimous,10,,"Wells Fargo Center , Philadelphia, Pennsylvania , US",https://en.wikipedia.org/wiki/Skye_Nicolson
2024-04-06,Skye Nicolson,Sarah Mahfoud,Skye Nicolson,decision_unanimous,10,,"Fontainebleau Las Vegas , Winchester , Nevada, US",https://en.wikipedia.org/wiki/Skye_Nicolson
2023-11-25,Skye Nicolson,Lucy Wildheart,Skye Nicolson,tko,9,,"3Arena , Dublin , Ireland",https://en.wikipedia.org/wiki/Skye_Nicolson
2023-09-15,Skye Nicolson,Sabrina Maribel Pérez,Skye Nicolson,decision_unanimous,10,,"Auditorio Fausto Gutierrez Moreno , Tijuana , Mexico",https://en.wikipedia.org/wiki/Skye_Nicolson
2023-04-22,Skye Nicolson,Linda Laura Lecca,Skye Nicolson,pts,8,,"Motorpoint Arena, Cardiff, Wales",https://en.wikipedia.org/wiki/Skye_Nicolson
2023-02-04,Skye Nicolson,Tania Alvarez,Skye Nicolson,decision_unanimous,10,,"Hulu Theater , New York City, New York, US",https://en.wikipedia.org/wiki/Skye_Nicolson
2022-10-15,Skye Nicolson,Krystina Jacobs,Skye Nicolson,decision_unanimous,10,,"South Bank Piazza , South Brisbane , Queensland , Australia",https://en.wikipedia.org/wiki/Skye_Nicolson
2022-06-04,Skye Nicolson,Gabriela Bouvier,Skye Nicolson,pts,8,,"Motorpoint Arena , Cardiff , Wales",https://en.wikipedia.org/wiki/Skye_Nicolson
2022-04-30,Skye Nicolson,Shanecqua Paisley Davis,Skye Nicolson,decision_unanimous,6,,"Madison Square Garden , New York City, New York , US",https://en.wikipedia.org/wiki/Skye_Nicolson
2022-03-26,Skye Nicolson,Bec Connolly,Skye Nicolson,pts,6,,"First Direct Arena , Leeds , England",https://en.wikipedia.org/wiki/Skye_Nicolson
2022-03-03,Skye Nicolson,Jessica Juarez,Skye Nicolson,decision_unanimous,6,,"Pechanga Arena , San Diego, California , US",https://en.wikipedia.org/wiki/Skye_Nicolson
2025-05-24,Angelo Leo,Tomoki Kameda,Angelo Leo,decision_majority,12,,"Intex Osaka , Osaka , Japan",https://en.wikipedia.org/wiki/Angelo_Leo
2024-08-10,Angelo Leo,Luis Alberto Lopez,Angelo Leo,ko,10,,"Tingley Coliseum , Albuquerque, New Mexico, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2024-04-10,Angelo Leo,Eduardo Baez,Angelo Leo,decision_unanimous,10,,"Whitesands Events Center, Plant City, Florida, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2024-01-31,Angelo Leo,Mike Plania,Angelo Leo,ko,3,,"Whitesands Events Center, Plant City, Florida, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2023-11-01,Angelo Leo,Nicolas Polanco,Angelo Leo,tko,9,,"Whitesands Events Center, Plant City, Florida , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2021-06-19,Angelo Leo,Aarón Alameda,Angelo Leo,decision_majority,10,,"Toyota Center , Houston, Texas , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2021-01-23,Angelo Leo,Stephen Fulton,Stephen Fulton,decision_unanimous,12,,"Mohegan Sun Arena, Montville, Connecticut, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2020-08-01,Angelo Leo,Tramaine Williams,Angelo Leo,decision_unanimous,12,,"Mohegan Sun Arena , Montville, Connecticut , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2019-12-28,Angelo Leo,Cesar Juarez,Angelo Leo,tko,11,,"State Farm Arena , Atlanta, Georgia , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2019-06-28,Angelo Leo,Mark John Yap,Angelo Leo,decision_unanimous,10,,"Sam's Town Hotel and Gambling Hall, Sunrise Manor, Nevada, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2019-04-05,Angelo Leo,Neil John Tabano,Angelo Leo,decision_unanimous,10,,"Sam's Town Hotel and Gambling Hall, Sunrise Manor, Nevada, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2019-02-09,Angelo Leo,Alberto Torres,Angelo Leo,decision_unanimous,8,,"Dignity Health Sports Park , Carson, California , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2018-12-07,Angelo Leo,Erik Ruiz,Angelo Leo,decision_unanimous,8,,"Sam's Town Hotel and Gambling Hall, Sunrise Manor, Nevada, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2018-10-27,Angelo Leo,Glenn Porras,Angelo Leo,ko,1,,"Sam's Town Hotel and Gambling Hall, Sunrise Manor, Nevada, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2018-08-03,Angelo Leo,Sharone Carter,Angelo Leo,decision_unanimous,8,,"Sam's Town Hotel and Gambling Hall, Sunrise Manor, Nevada, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2018-01-27,Angelo Leo,Jonathan Aguilar,Angelo Leo,decision_unanimous,6,,"Sam's Town Hotel and Gambling Hall , Sunrise Manor, Nevada , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2017-11-18,Angelo Leo,Basilio Nieves,Angelo Leo,ko,4,,"Cosmopolitan of Las Vegas , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2016-08-13,Angelo Leo,Jorge Luis Falcón,Angelo Leo,ko,3,,"Gimnasio Municipal, Nuevo Casas Grandes, Mexico",https://en.wikipedia.org/wiki/Angelo_Leo
2016-05-14,Angelo Leo,Iván Chavela Resendiz,Angelo Leo,ko,2,,"Macroplaza, Nuevo Casas Grandes , Mexico",https://en.wikipedia.org/wiki/Angelo_Leo
2016-03-05,Angelo Leo,Jesús Reyes,Angelo Leo,ko,4,,"Centro Civico, Ascensión , Mexico",https://en.wikipedia.org/wiki/Angelo_Leo
2015-08-15,Angelo Leo,Stephon McIntyre,Angelo Leo,decision_unanimous,6,,"Civic Center, Albuquerque, New Mexico, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2015-05-09,Angelo Leo,Gabriel Braxton,Angelo Leo,tko,2,,"Camel Rock Casino, Santa Fe, New Mexico , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2014-05-10,Angelo Leo,James Piar,Angelo Leo,ko,3,,"Buffalo Thunder Casino, Pojoaque, New Mexico, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2014-01-25,Angelo Leo,Michael James Herrera,Angelo Leo,ko,1,,"Buffalo Thunder Casino, Pojoaque, New Mexico, U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2013-09-06,Angelo Leo,Brian Garcia,Angelo Leo,decision_majority,4,,"Buffalo Thunder Casino, Pojoaque, New Mexico , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2013-01-19,Angelo Leo,Julio Gomez,Angelo Leo,decision_unanimous,4,,"Sky Ute Casino, Ignacio, Colorado , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2012-11-17,Angelo Leo,Jesus Pacheco,Angelo Leo,decision_majority,4,,"Crowne Plaza Hotel, Albuquerque, New Mexico , U.S.",https://en.wikipedia.org/wiki/Angelo_Leo
2026-02-07,Brandon Figueroa,Nick Ball,Brandon Figueroa,tko,12,,"M&S Bank Arena , Liverpool, England",https://en.wikipedia.org/wiki/Brandon_Figueroa
2025-07-19,Brandon Figueroa,Joet Gonzalez,Brandon Figueroa,decision_unanimous,12,,"MGM Grand Garden Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2025-02-01,Brandon Figueroa,Stephen Fulton,Stephen Fulton,decision_unanimous,12,,"T-Mobile Arena, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2024-05-04,Brandon Figueroa,Jessie Magdaleno,Brandon Figueroa,ko,9,,"T-Mobile Arena , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2023-03-04,Brandon Figueroa,Mark Magsayo,Brandon Figueroa,decision_unanimous,12,,"Toyota Arena , Ontario, California, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2022-07-09,Brandon Figueroa,Carlos Castro,Brandon Figueroa,tko,6,,"Alamodome , San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2021-11-27,Brandon Figueroa,Stephen Fulton,Stephen Fulton,decision_majority,12,,"Park MGM , Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2021-05-15,Brandon Figueroa,Luis Nery,Brandon Figueroa,ko,7,,"Dignity Health Sports Park, Carson, California, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2020-09-26,Brandon Figueroa,Damien Vazquez,Brandon Figueroa,tko,10,,"Mohegan Sun Arena , Montville, Connecticut , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2019-11-23,Brandon Figueroa,Julio Ceja,,decision_split,12,,"MGM Grand Garden Arena , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2019-08-24,Brandon Figueroa,Javier Nicolas Chacon,Brandon Figueroa,ko,4,,"Bert Ogden Arena , Edinburg , Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2019-04-20,Brandon Figueroa,Yonfrez Parejo,Brandon Figueroa,tko_corner,8,,"Dignity Health Sports Park , Carson, California , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2019-01-13,Brandon Figueroa,Moises Flores,Brandon Figueroa,ko,3,,"Microsoft Theater , Los Angeles, California, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2018-09-30,Brandon Figueroa,Óscar Escandón,Brandon Figueroa,ko,10,,"Toyota Arena , Ontario, California , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2018-08-04,Brandon Figueroa,Luis Roy Suarez Cruz,Brandon Figueroa,tko,1,,"Nassau Coliseum, Uniondale, New York, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2018-03-10,Brandon Figueroa,Giovanni Delgado,Brandon Figueroa,tko,7,,"Freeman Coliseum , San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2017-10-14,Brandon Figueroa,Victor Proa,Brandon Figueroa,tko,4,,"Livestock Showground, Mercedes , Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2017-07-15,Brandon Figueroa,Fatiou Fassinou,Brandon Figueroa,decision_unanimous,8,,"Nassau Coliseum , Uniondale, New York , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2017-05-02,Brandon Figueroa,Luis Fernando Saavedra,Brandon Figueroa,decision_unanimous,8,,"Sportsmen's Lodge , Los Angeles, California , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2017-02-21,Brandon Figueroa,Raul Chirino,Brandon Figueroa,tko,4,,"Silver Street Studios, Houston , Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-10-08,Brandon Figueroa,Raymond Chacon,Brandon Figueroa,decision_unanimous,6,,"Sports Arena, Brownsville , Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-07-23,Brandon Figueroa,Adalberto Zorrilla,Brandon Figueroa,ko,3,,"Scottish Rite Theatre, San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-06-25,Brandon Figueroa,Oldier Landin,Brandon Figueroa,tko,2,,"Scottish Rite Theatre, San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-05-28,Brandon Figueroa,Jonell Nieves,Brandon Figueroa,tko,5,,"Cowboys Dance Hall, San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-04-23,Brandon Figueroa,Jahaziel Vazquez,Brandon Figueroa,tko,2,,"Pharr Events Center , Pharr, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2016-01-12,Brandon Figueroa,Harold Reyes,Brandon Figueroa,tko,6,,"Cowboys Dance Hall, San Antonio, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2015-12-12,Brandon Figueroa,Francisco Muro,Brandon Figueroa,decision_unanimous,4,,"AT&T Center , San Antonio , Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2015-10-10,Brandon Figueroa,Ramiro Ruiz,Brandon Figueroa,tko,4,,"Pharr Events Center , Pharr , Texas , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2015-06-26,Brandon Figueroa,Ricardo Mena,Brandon Figueroa,tko,1,,"State Farm Arena, Hidalgo, Texas, U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
2015-05-09,Brandon Figueroa,Hector Gutierrez,Brandon Figueroa,decision_unanimous,4,,"State Farm Arena , Hidalgo, Texas , U.S.",https://en.wikipedia.org/wiki/Brandon_Figueroa
